
1687787952923 :: quotes :: {'symbols': 'MCX:SILVER23JULFUT'} :: 1687787953045 :: {'code': 200, 'd': [{'n': 'MCX:SILVER23JULFUT', 's': 'ok', 'v': {'ask': 69011, 'bid': 69001, 'ch': 915, 'chp': 1.34, 'cmd': {'c': 68998, 'h': 68998, 'l': 68994, 'o': 68994, 't': 1687787940, 'tf': '19:29', 'v': 3}, 'description': 'MCX:SILVER23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230705244731', 'high_price': 69462, 'low_price': 68599, 'lp': 68998, 'open_price': 68599, 'original_name': 'MCX:SILVER23JULFUT', 'prev_close_price': 68083, 'short_name': 'SILVER23JULFUT', 'spread': 10, 'symbol': 'MCX:SILVER23JULFUT', 'tt': '1687737600', 'volume': 10976}}], 'message': '', 's': 'ok'}
1687791292353 :: quotes :: {'symbols': 'MCX:CRUDEOIL23JULFUT'} :: 1687791292457 :: {'code': 200, 'd': [{'n': 'MCX:CRUDEOIL23JULFUT', 's': 'ok', 'v': {'ask': 5688, 'bid': 5686, 'ch': 12, 'chp': 0.21, 'cmd': {'c': 5687, 'h': 5690, 'l': 5686, 'o': 5690, 't': 1687791240, 'tf': '20:24', 'v': 14}, 'description': 'MCX:CRUDEOIL23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230719252453', 'high_price': 5760, 'low_price': 5654, 'lp': 5687, 'open_price': 5686, 'original_name': 'MCX:CRUDEOIL23JULFUT', 'prev_close_price': 5675, 'short_name': 'CRUDEOIL23JULFUT', 'spread': 2, 'symbol': 'MCX:CRUDEOIL23JULFUT', 'tt': '1687737600', 'volume': 23797}}], 'message': '', 's': 'ok'}

1687791303196 :: quotes :: {'symbols': 'MCX:SILVER23JULFUT'} :: 1687791303284 :: {'code': 200, 'd': [{'n': 'MCX:SILVER23JULFUT', 's': 'ok', 'v': {'ask': 69176, 'bid': 69162, 'ch': 1093, 'chp': 1.61, 'cmd': {'c': 69176, 'h': 69176, 'l': 69176, 'o': 69176, 't': 1687791300, 'tf': '20:25', 'v': 0}, 'description': 'MCX:SILVER23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230705244731', 'high_price': 69462, 'low_price': 68599, 'lp': 69176, 'open_price': 68599, 'original_name': 'MCX:SILVER23JULFUT', 'prev_close_price': 68083, 'short_name': 'SILVER23JULFUT', 'spread': 14, 'symbol': 'MCX:SILVER23JULFUT', 'tt': '1687737600', 'volume': 12099}}], 'message': '', 's': 'ok'}

1687791304175 :: quotes :: {'symbols': 'MCX:ZINCMINI23JULFUT'} :: 1687791304271 :: {'code': 200, 'd': [{'n': 'MCX:ZINCMINI23JULFUT', 's': 'ok', 'v': {'ask': 211.7, 'bid': 211.6, 'ch': -2.35, 'chp': -1.1, 'cmd': {'c': 211.6, 'h': 211.6, 'l': 211.6, 'o': 211.6, 't': 1687791300, 'tf': '20:25', 'v': 8}, 'description': 'MCX:ZINCMINI23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230731253819', 'high_price': 214.5, 'low_price': 211, 'lp': 211.6, 'open_price': 214.5, 'original_name': 'MCX:ZINCMINI23JULFUT', 'prev_close_price': 213.95, 'short_name': 'ZINCMINI23JULFUT', 'spread': 0.1, 'symbol': 'MCX:ZINCMINI23JULFUT', 'tt': '1687737600', 'volume': 4934}}], 'message': '', 's': 'ok'}

1687791304992 :: quotes :: {'symbols': 'MCX:CRUDEOIL23JULFUT'} :: 1687791305088 :: {'code': 200, 'd': [{'n': 'MCX:CRUDEOIL23JULFUT', 's': 'ok', 'v': {'ask': 5687, 'bid': 5685, 'ch': 10, 'chp': 0.18, 'cmd': {'c': 5685, 'h': 5685, 'l': 5685, 'o': 5685, 't': 1687791300, 'tf': '20:25', 'v': 2}, 'description': 'MCX:CRUDEOIL23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230719252453', 'high_price': 5760, 'low_price': 5654, 'lp': 5685, 'open_price': 5686, 'original_name': 'MCX:CRUDEOIL23JULFUT', 'prev_close_price': 5675, 'short_name': 'CRUDEOIL23JULFUT', 'spread': 2, 'symbol': 'MCX:CRUDEOIL23JULFUT', 'tt': '1687737600', 'volume': 23801}}], 'message': '', 's': 'ok'}

1687791315831 :: quotes :: {'symbols': 'MCX:SILVER23JULFUT'} :: 1687791315958 :: {'code': 200, 'd': [{'n': 'MCX:SILVER23JULFUT', 's': 'ok', 'v': {'ask': 69175, 'bid': 69161, 'ch': 1093, 'chp': 1.61, 'cmd': {'c': 69176, 'h': 69180, 'l': 69176, 'o': 69176, 't': 1687791300, 'tf': '20:25', 'v': 3}, 'description': 'MCX:SILVER23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230705244731', 'high_price': 69462, 'low_price': 68599, 'lp': 69176, 'open_price': 68599, 'original_name': 'MCX:SILVER23JULFUT', 'prev_close_price': 68083, 'short_name': 'SILVER23JULFUT', 'spread': 14, 'symbol': 'MCX:SILVER23JULFUT', 'tt': '1687737600', 'volume': 12102}}], 'message': '', 's': 'ok'}

1687791316686 :: quotes :: {'symbols': 'MCX:ZINCMINI23JULFUT'} :: 1687791316774 :: {'code': 200, 'd': [{'n': 'MCX:ZINCMINI23JULFUT', 's': 'ok', 'v': {'ask': 211.7, 'bid': 211.6, 'ch': -2.35, 'chp': -1.1, 'cmd': {'c': 211.6, 'h': 211.6, 'l': 211.6, 'o': 211.6, 't': 1687791300, 'tf': '20:25', 'v': 8}, 'description': 'MCX:ZINCMINI23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230731253819', 'high_price': 214.5, 'low_price': 211, 'lp': 211.6, 'open_price': 214.5, 'original_name': 'MCX:ZINCMINI23JULFUT', 'prev_close_price': 213.95, 'short_name': 'ZINCMINI23JULFUT', 'spread': 0.1, 'symbol': 'MCX:ZINCMINI23JULFUT', 'tt': '1687737600', 'volume': 4934}}], 'message': '', 's': 'ok'}

1687791317446 :: quotes :: {'symbols': 'MCX:CRUDEOIL23JULFUT'} :: 1687791317543 :: {'code': 200, 'd': [{'n': 'MCX:CRUDEOIL23JULFUT', 's': 'ok', 'v': {'ask': 5687, 'bid': 5685, 'ch': 11, 'chp': 0.19, 'cmd': {'c': 5686, 'h': 5686, 'l': 5685, 'o': 5685, 't': 1687791300, 'tf': '20:25', 'v': 12}, 'description': 'MCX:CRUDEOIL23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230719252453', 'high_price': 5760, 'low_price': 5654, 'lp': 5686, 'open_price': 5686, 'original_name': 'MCX:CRUDEOIL23JULFUT', 'prev_close_price': 5675, 'short_name': 'CRUDEOIL23JULFUT', 'spread': 2, 'symbol': 'MCX:CRUDEOIL23JULFUT', 'tt': '1687737600', 'volume': 23811}}], 'message': '', 's': 'ok'}

1687791328231 :: quotes :: {'symbols': 'MCX:SILVER23JULFUT'} :: 1687791328311 :: {'code': 200, 'd': [{'n': 'MCX:SILVER23JULFUT', 's': 'ok', 'v': {'ask': 69177, 'bid': 69165, 'ch': 1093, 'chp': 1.61, 'cmd': {'c': 69176, 'h': 69180, 'l': 69176, 'o': 69176, 't': 1687791300, 'tf': '20:25', 'v': 3}, 'description': 'MCX:SILVER23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230705244731', 'high_price': 69462, 'low_price': 68599, 'lp': 69176, 'open_price': 68599, 'original_name': 'MCX:SILVER23JULFUT', 'prev_close_price': 68083, 'short_name': 'SILVER23JULFUT', 'spread': 12, 'symbol': 'MCX:SILVER23JULFUT', 'tt': '1687737600', 'volume': 12102}}], 'message': '', 's': 'ok'}

1687791329052 :: quotes :: {'symbols': 'MCX:ZINCMINI23JULFUT'} :: 1687791329148 :: {'code': 200, 'd': [{'n': 'MCX:ZINCMINI23JULFUT', 's': 'ok', 'v': {'ask': 211.7, 'bid': 211.6, 'ch': -2.35, 'chp': -1.1, 'cmd': {'c': 211.6, 'h': 211.6, 'l': 211.6, 'o': 211.6, 't': 1687791300, 'tf': '20:25', 'v': 9}, 'description': 'MCX:ZINCMINI23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230731253819', 'high_price': 214.5, 'low_price': 211, 'lp': 211.6, 'open_price': 214.5, 'original_name': 'MCX:ZINCMINI23JULFUT', 'prev_close_price': 213.95, 'short_name': 'ZINCMINI23JULFUT', 'spread': 0.1, 'symbol': 'MCX:ZINCMINI23JULFUT', 'tt': '1687737600', 'volume': 4935}}], 'message': '', 's': 'ok'}

1687791329969 :: quotes :: {'symbols': 'MCX:CRUDEOIL23JULFUT'} :: 1687791330065 :: {'code': 200, 'd': [{'n': 'MCX:CRUDEOIL23JULFUT', 's': 'ok', 'v': {'ask': 5687, 'bid': 5686, 'ch': 11, 'chp': 0.19, 'cmd': {'c': 5686, 'h': 5687, 'l': 5685, 'o': 5685, 't': 1687791300, 'tf': '20:25', 'v': 15}, 'description': 'MCX:CRUDEOIL23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230719252453', 'high_price': 5760, 'low_price': 5654, 'lp': 5686, 'open_price': 5686, 'original_name': 'MCX:CRUDEOIL23JULFUT', 'prev_close_price': 5675, 'short_name': 'CRUDEOIL23JULFUT', 'spread': 1, 'symbol': 'MCX:CRUDEOIL23JULFUT', 'tt': '1687737600', 'volume': 23814}}], 'message': '', 's': 'ok'}

1687791340788 :: quotes :: {'symbols': 'MCX:SILVER23JULFUT'} :: 1687791340879 :: {'code': 200, 'd': [{'n': 'MCX:SILVER23JULFUT', 's': 'ok', 'v': {'ask': 69162, 'bid': 69147, 'ch': 1059, 'chp': 1.56, 'cmd': {'c': 69142, 'h': 69180, 'l': 69142, 'o': 69176, 't': 1687791300, 'tf': '20:25', 'v': 8}, 'description': 'MCX:SILVER23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230705244731', 'high_price': 69462, 'low_price': 68599, 'lp': 69142, 'open_price': 68599, 'original_name': 'MCX:SILVER23JULFUT', 'prev_close_price': 68083, 'short_name': 'SILVER23JULFUT', 'spread': 15, 'symbol': 'MCX:SILVER23JULFUT', 'tt': '1687737600', 'volume': 12107}}], 'message': '', 's': 'ok'}

1687791341626 :: quotes :: {'symbols': 'MCX:ZINCMINI23JULFUT'} :: 1687791341714 :: {'code': 200, 'd': [{'n': 'MCX:ZINCMINI23JULFUT', 's': 'ok', 'v': {'ask': 211.7, 'bid': 211.6, 'ch': -2.25, 'chp': -1.05, 'cmd': {'c': 211.7, 'h': 211.7, 'l': 211.6, 'o': 211.6, 't': 1687791300, 'tf': '20:25', 'v': 10}, 'description': 'MCX:ZINCMINI23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230731253819', 'high_price': 214.5, 'low_price': 211, 'lp': 211.7, 'open_price': 214.5, 'original_name': 'MCX:ZINCMINI23JULFUT', 'prev_close_price': 213.95, 'short_name': 'ZINCMINI23JULFUT', 'spread': 0.1, 'symbol': 'MCX:ZINCMINI23JULFUT', 'tt': '1687737600', 'volume': 4936}}], 'message': '', 's': 'ok'}

1687791342463 :: quotes :: {'symbols': 'MCX:CRUDEOIL23JULFUT'} :: 1687791342568 :: {'code': 200, 'd': [{'n': 'MCX:CRUDEOIL23JULFUT', 's': 'ok', 'v': {'ask': 5689, 'bid': 5687, 'ch': 12, 'chp': 0.21, 'cmd': {'c': 5687, 'h': 5687, 'l': 5685, 'o': 5685, 't': 1687791300, 'tf': '20:25', 'v': 44}, 'description': 'MCX:CRUDEOIL23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230719252453', 'high_price': 5760, 'low_price': 5654, 'lp': 5687, 'open_price': 5686, 'original_name': 'MCX:CRUDEOIL23JULFUT', 'prev_close_price': 5675, 'short_name': 'CRUDEOIL23JULFUT', 'spread': 2, 'symbol': 'MCX:CRUDEOIL23JULFUT', 'tt': '1687737600', 'volume': 23843}}], 'message': '', 's': 'ok'}

1687791353485 :: quotes :: {'symbols': 'MCX:SILVER23JULFUT'} :: 1687791353565 :: {'code': 200, 'd': [{'n': 'MCX:SILVER23JULFUT', 's': 'ok', 'v': {'ask': 69161, 'bid': 69146, 'ch': 1064, 'chp': 1.56, 'cmd': {'c': 69147, 'h': 69180, 'l': 69142, 'o': 69176, 't': 1687791300, 'tf': '20:25', 'v': 9}, 'description': 'MCX:SILVER23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230705244731', 'high_price': 69462, 'low_price': 68599, 'lp': 69147, 'open_price': 68599, 'original_name': 'MCX:SILVER23JULFUT', 'prev_close_price': 68083, 'short_name': 'SILVER23JULFUT', 'spread': 15, 'symbol': 'MCX:SILVER23JULFUT', 'tt': '1687737600', 'volume': 12108}}], 'message': '', 's': 'ok'}

1687791354326 :: quotes :: {'symbols': 'MCX:ZINCMINI23JULFUT'} :: 1687791354414 :: {'code': 200, 'd': [{'n': 'MCX:ZINCMINI23JULFUT', 's': 'ok', 'v': {'ask': 211.65, 'bid': 211.6, 'ch': -2.25, 'chp': -1.05, 'cmd': {'c': 211.7, 'h': 211.7, 'l': 211.6, 'o': 211.6, 't': 1687791300, 'tf': '20:25', 'v': 10}, 'description': 'MCX:ZINCMINI23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230731253819', 'high_price': 214.5, 'low_price': 211, 'lp': 211.7, 'open_price': 214.5, 'original_name': 'MCX:ZINCMINI23JULFUT', 'prev_close_price': 213.95, 'short_name': 'ZINCMINI23JULFUT', 'spread': 0.05, 'symbol': 'MCX:ZINCMINI23JULFUT', 'tt': '1687737600', 'volume': 4936}}], 'message': '', 's': 'ok'}

1687791355129 :: quotes :: {'symbols': 'MCX:CRUDEOIL23JULFUT'} :: 1687791355225 :: {'code': 200, 'd': [{'n': 'MCX:CRUDEOIL23JULFUT', 's': 'ok', 'v': {'ask': 5689, 'bid': 5687, 'ch': 12, 'chp': 0.21, 'cmd': {'c': 5687, 'h': 5687, 'l': 5685, 'o': 5685, 't': 1687791300, 'tf': '20:25', 'v': 44}, 'description': 'MCX:CRUDEOIL23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230719252453', 'high_price': 5760, 'low_price': 5654, 'lp': 5687, 'open_price': 5686, 'original_name': 'MCX:CRUDEOIL23JULFUT', 'prev_close_price': 5675, 'short_name': 'CRUDEOIL23JULFUT', 'spread': 2, 'symbol': 'MCX:CRUDEOIL23JULFUT', 'tt': '1687737600', 'volume': 23843}}], 'message': '', 's': 'ok'}

1687791365969 :: quotes :: {'symbols': 'MCX:SILVER23JULFUT'} :: 1687791366057 :: {'code': 200, 'd': [{'n': 'MCX:SILVER23JULFUT', 's': 'ok', 'v': {'ask': 69140, 'bid': 69125, 'ch': 1048, 'chp': 1.54, 'cmd': {'c': 69131, 'h': 69147, 'l': 69131, 'o': 69147, 't': 1687791360, 'tf': '20:26', 'v': 4}, 'description': 'MCX:SILVER23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230705244731', 'high_price': 69462, 'low_price': 68599, 'lp': 69131, 'open_price': 68599, 'original_name': 'MCX:SILVER23JULFUT', 'prev_close_price': 68083, 'short_name': 'SILVER23JULFUT', 'spread': 15, 'symbol': 'MCX:SILVER23JULFUT', 'tt': '1687737600', 'volume': 12113}}], 'message': '', 's': 'ok'}

1687791366910 :: quotes :: {'symbols': 'MCX:ZINCMINI23JULFUT'} :: 1687791367022 :: {'code': 200, 'd': [{'n': 'MCX:ZINCMINI23JULFUT', 's': 'ok', 'v': {'ask': 211.6, 'bid': 211.55, 'ch': -2.35, 'chp': -1.1, 'cmd': {'c': 211.6, 'h': 211.6, 'l': 211.6, 'o': 211.6, 't': 1687791360, 'tf': '20:26', 'v': 19}, 'description': 'MCX:ZINCMINI23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230731253819', 'high_price': 214.5, 'low_price': 211, 'lp': 211.6, 'open_price': 214.5, 'original_name': 'MCX:ZINCMINI23JULFUT', 'prev_close_price': 213.95, 'short_name': 'ZINCMINI23JULFUT', 'spread': 0.05, 'symbol': 'MCX:ZINCMINI23JULFUT', 'tt': '1687737600', 'volume': 4955}}], 'message': '', 's': 'ok'}

1687791367733 :: quotes :: {'symbols': 'MCX:CRUDEOIL23JULFUT'} :: 1687791367852 :: {'code': 200, 'd': [{'n': 'MCX:CRUDEOIL23JULFUT', 's': 'ok', 'v': {'ask': 5689, 'bid': 5687, 'ch': 12, 'chp': 0.21, 'cmd': {'c': 5687, 'h': 5687, 'l': 5687, 'o': 5687, 't': 1687791360, 'tf': '20:26', 'v': 7}, 'description': 'MCX:CRUDEOIL23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230719252453', 'high_price': 5760, 'low_price': 5654, 'lp': 5687, 'open_price': 5686, 'original_name': 'MCX:CRUDEOIL23JULFUT', 'prev_close_price': 5675, 'short_name': 'CRUDEOIL23JULFUT', 'spread': 2, 'symbol': 'MCX:CRUDEOIL23JULFUT', 'tt': '1687737600', 'volume': 23851}}], 'message': '', 's': 'ok'}

1687791378631 :: quotes :: {'symbols': 'MCX:SILVER23JULFUT'} :: 1687791378725 :: {'code': 200, 'd': [{'n': 'MCX:SILVER23JULFUT', 's': 'ok', 'v': {'ask': 69139, 'bid': 69130, 'ch': 1042, 'chp': 1.53, 'cmd': {'c': 69125, 'h': 69147, 'l': 69125, 'o': 69147, 't': 1687791360, 'tf': '20:26', 'v': 8}, 'description': 'MCX:SILVER23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230705244731', 'high_price': 69462, 'low_price': 68599, 'lp': 69125, 'open_price': 68599, 'original_name': 'MCX:SILVER23JULFUT', 'prev_close_price': 68083, 'short_name': 'SILVER23JULFUT', 'spread': 9, 'symbol': 'MCX:SILVER23JULFUT', 'tt': '1687737600', 'volume': 12117}}], 'message': '', 's': 'ok'}

1687791379425 :: quotes :: {'symbols': 'MCX:ZINCMINI23JULFUT'} :: 1687791379506 :: {'code': 200, 'd': [{'n': 'MCX:ZINCMINI23JULFUT', 's': 'ok', 'v': {'ask': 211.65, 'bid': 211.55, 'ch': -2.35, 'chp': -1.1, 'cmd': {'c': 211.6, 'h': 211.6, 'l': 211.55, 'o': 211.6, 't': 1687791360, 'tf': '20:26', 'v': 29}, 'description': 'MCX:ZINCMINI23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230731253819', 'high_price': 214.5, 'low_price': 211, 'lp': 211.6, 'open_price': 214.5, 'original_name': 'MCX:ZINCMINI23JULFUT', 'prev_close_price': 213.95, 'short_name': 'ZINCMINI23JULFUT', 'spread': 0.1, 'symbol': 'MCX:ZINCMINI23JULFUT', 'tt': '1687737600', 'volume': 4965}}], 'message': '', 's': 'ok'}

1687791380250 :: quotes :: {'symbols': 'MCX:CRUDEOIL23JULFUT'} :: 1687791380339 :: {'code': 200, 'd': [{'n': 'MCX:CRUDEOIL23JULFUT', 's': 'ok', 'v': {'ask': 5687, 'bid': 5685, 'ch': 11, 'chp': 0.19, 'cmd': {'c': 5686, 'h': 5689, 'l': 5686, 'o': 5687, 't': 1687791360, 'tf': '20:26', 'v': 10}, 'description': 'MCX:CRUDEOIL23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230719252453', 'high_price': 5760, 'low_price': 5654, 'lp': 5686, 'open_price': 5686, 'original_name': 'MCX:CRUDEOIL23JULFUT', 'prev_close_price': 5675, 'short_name': 'CRUDEOIL23JULFUT', 'spread': 2, 'symbol': 'MCX:CRUDEOIL23JULFUT', 'tt': '1687737600', 'volume': 23854}}], 'message': '', 's': 'ok'}

1687791391053 :: quotes :: {'symbols': 'MCX:SILVER23JULFUT'} :: 1687791391179 :: {'code': 200, 'd': [{'n': 'MCX:SILVER23JULFUT', 's': 'ok', 'v': {'ask': 69126, 'bid': 69111, 'ch': 1047, 'chp': 1.54, 'cmd': {'c': 69130, 'h': 69147, 'l': 69106, 'o': 69147, 't': 1687791360, 'tf': '20:26', 'v': 17}, 'description': 'MCX:SILVER23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230705244731', 'high_price': 69462, 'low_price': 68599, 'lp': 69130, 'open_price': 68599, 'original_name': 'MCX:SILVER23JULFUT', 'prev_close_price': 68083, 'short_name': 'SILVER23JULFUT', 'spread': 15, 'symbol': 'MCX:SILVER23JULFUT', 'tt': '1687737600', 'volume': 12126}}], 'message': '', 's': 'ok'}

1687791391932 :: quotes :: {'symbols': 'MCX:ZINCMINI23JULFUT'} :: 1687791392124 :: {'code': 200, 'd': [{'n': 'MCX:ZINCMINI23JULFUT', 's': 'ok', 'v': {'ask': 211.65, 'bid': 211.5, 'ch': -2.35, 'chp': -1.1, 'cmd': {'c': 211.6, 'h': 211.6, 'l': 211.55, 'o': 211.6, 't': 1687791360, 'tf': '20:26', 'v': 29}, 'description': 'MCX:ZINCMINI23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230731253819', 'high_price': 214.5, 'low_price': 211, 'lp': 211.6, 'open_price': 214.5, 'original_name': 'MCX:ZINCMINI23JULFUT', 'prev_close_price': 213.95, 'short_name': 'ZINCMINI23JULFUT', 'spread': 0.15, 'symbol': 'MCX:ZINCMINI23JULFUT', 'tt': '1687737600', 'volume': 4965}}], 'message': '', 's': 'ok'}

1687791392847 :: quotes :: {'symbols': 'MCX:CRUDEOIL23JULFUT'} :: 1687791392947 :: {'code': 200, 'd': [{'n': 'MCX:CRUDEOIL23JULFUT', 's': 'ok', 'v': {'ask': 5687, 'bid': 5685, 'ch': 10, 'chp': 0.18, 'cmd': {'c': 5685, 'h': 5689, 'l': 5685, 'o': 5687, 't': 1687791360, 'tf': '20:26', 'v': 11}, 'description': 'MCX:CRUDEOIL23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230719252453', 'high_price': 5760, 'low_price': 5654, 'lp': 5685, 'open_price': 5686, 'original_name': 'MCX:CRUDEOIL23JULFUT', 'prev_close_price': 5675, 'short_name': 'CRUDEOIL23JULFUT', 'spread': 2, 'symbol': 'MCX:CRUDEOIL23JULFUT', 'tt': '1687737600', 'volume': 23855}}], 'message': '', 's': 'ok'}

1687791403841 :: quotes :: {'symbols': 'MCX:SILVER23JULFUT'} :: 1687791403985 :: {'code': 200, 'd': [{'n': 'MCX:SILVER23JULFUT', 's': 'ok', 'v': {'ask': 69129, 'bid': 69114, 'ch': 1045, 'chp': 1.53, 'cmd': {'c': 69128, 'h': 69147, 'l': 69106, 'o': 69147, 't': 1687791360, 'tf': '20:26', 'v': 18}, 'description': 'MCX:SILVER23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230705244731', 'high_price': 69462, 'low_price': 68599, 'lp': 69128, 'open_price': 68599, 'original_name': 'MCX:SILVER23JULFUT', 'prev_close_price': 68083, 'short_name': 'SILVER23JULFUT', 'spread': 15, 'symbol': 'MCX:SILVER23JULFUT', 'tt': '1687737600', 'volume': 12127}}], 'message': '', 's': 'ok'}

1687791404712 :: quotes :: {'symbols': 'MCX:ZINCMINI23JULFUT'} :: 1687791404810 :: {'code': 200, 'd': [{'n': 'MCX:ZINCMINI23JULFUT', 's': 'ok', 'v': {'ask': 211.65, 'bid': 211.5, 'ch': -2.35, 'chp': -1.1, 'cmd': {'c': 211.6, 'h': 211.6, 'l': 211.55, 'o': 211.6, 't': 1687791360, 'tf': '20:26', 'v': 29}, 'description': 'MCX:ZINCMINI23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230731253819', 'high_price': 214.5, 'low_price': 211, 'lp': 211.6, 'open_price': 214.5, 'original_name': 'MCX:ZINCMINI23JULFUT', 'prev_close_price': 213.95, 'short_name': 'ZINCMINI23JULFUT', 'spread': 0.15, 'symbol': 'MCX:ZINCMINI23JULFUT', 'tt': '1687737600', 'volume': 4965}}], 'message': '', 's': 'ok'}

1687791405525 :: quotes :: {'symbols': 'MCX:CRUDEOIL23JULFUT'} :: 1687791405621 :: {'code': 200, 'd': [{'n': 'MCX:CRUDEOIL23JULFUT', 's': 'ok', 'v': {'ask': 5683, 'bid': 5682, 'ch': 8, 'chp': 0.14, 'cmd': {'c': 5683, 'h': 5689, 'l': 5683, 'o': 5687, 't': 1687791360, 'tf': '20:26', 'v': 17}, 'description': 'MCX:CRUDEOIL23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230719252453', 'high_price': 5760, 'low_price': 5654, 'lp': 5683, 'open_price': 5686, 'original_name': 'MCX:CRUDEOIL23JULFUT', 'prev_close_price': 5675, 'short_name': 'CRUDEOIL23JULFUT', 'spread': 1, 'symbol': 'MCX:CRUDEOIL23JULFUT', 'tt': '1687737600', 'volume': 23861}}], 'message': '', 's': 'ok'}

1687791416372 :: quotes :: {'symbols': 'MCX:SILVER23JULFUT'} :: 1687791416543 :: {'code': 200, 'd': [{'n': 'MCX:SILVER23JULFUT', 's': 'ok', 'v': {'ask': 69129, 'bid': 69120, 'ch': 1037, 'chp': 1.52, 'cmd': {'c': 69120, 'h': 69147, 'l': 69106, 'o': 69147, 't': 1687791360, 'tf': '20:26', 'v': 19}, 'description': 'MCX:SILVER23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230705244731', 'high_price': 69462, 'low_price': 68599, 'lp': 69120, 'open_price': 68599, 'original_name': 'MCX:SILVER23JULFUT', 'prev_close_price': 68083, 'short_name': 'SILVER23JULFUT', 'spread': 9, 'symbol': 'MCX:SILVER23JULFUT', 'tt': '1687737600', 'volume': 12128}}], 'message': '', 's': 'ok'}

1687791417385 :: quotes :: {'symbols': 'MCX:ZINCMINI23JULFUT'} :: 1687791417489 :: {'code': 200, 'd': [{'n': 'MCX:ZINCMINI23JULFUT', 's': 'ok', 'v': {'ask': 211.6, 'bid': 211.5, 'ch': -2.45, 'chp': -1.15, 'cmd': {'c': 211.5, 'h': 211.6, 'l': 211.5, 'o': 211.6, 't': 1687791360, 'tf': '20:26', 'v': 32}, 'description': 'MCX:ZINCMINI23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230731253819', 'high_price': 214.5, 'low_price': 211, 'lp': 211.5, 'open_price': 214.5, 'original_name': 'MCX:ZINCMINI23JULFUT', 'prev_close_price': 213.95, 'short_name': 'ZINCMINI23JULFUT', 'spread': 0.1, 'symbol': 'MCX:ZINCMINI23JULFUT', 'tt': '1687737600', 'volume': 4968}}], 'message': '', 's': 'ok'}

1687791418221 :: quotes :: {'symbols': 'MCX:CRUDEOIL23JULFUT'} :: 1687791418326 :: {'code': 200, 'd': [{'n': 'MCX:CRUDEOIL23JULFUT', 's': 'ok', 'v': {'ask': 5686, 'bid': 5684, 'ch': 10, 'chp': 0.18, 'cmd': {'c': 5685, 'h': 5689, 'l': 5683, 'o': 5687, 't': 1687791360, 'tf': '20:26', 'v': 31}, 'description': 'MCX:CRUDEOIL23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230719252453', 'high_price': 5760, 'low_price': 5654, 'lp': 5685, 'open_price': 5686, 'original_name': 'MCX:CRUDEOIL23JULFUT', 'prev_close_price': 5675, 'short_name': 'CRUDEOIL23JULFUT', 'spread': 2, 'symbol': 'MCX:CRUDEOIL23JULFUT', 'tt': '1687737600', 'volume': 23875}}], 'message': '', 's': 'ok'}

1687791429162 :: quotes :: {'symbols': 'MCX:SILVER23JULFUT'} :: 1687791429243 :: {'code': 200, 'd': [{'n': 'MCX:SILVER23JULFUT', 's': 'ok', 'v': {'ask': 69127, 'bid': 69120, 'ch': 1037, 'chp': 1.52, 'cmd': {'c': 69120, 'h': 69121, 'l': 69120, 'o': 69121, 't': 1687791420, 'tf': '20:27', 'v': 2}, 'description': 'MCX:SILVER23JULFUT', 'exchange': 'MCX', 'fyToken': '1120230705244731', 'high_price': 69462, 'low_price': 68599, 'lp': 69120, 'open_price': 68599, 'original_name': 'MCX:SILVER23JULFUT', 'prev_close_price': 68083, 'short_name': 'SILVER23JULFUT', 'spread': 7, 'symbol': 'MCX:SILVER23JULFUT', 'tt': '1687737600', 'volume': 12130}}], 'message': '', 's': 'ok'}

